id,province,carcolour,hp,gender,age,lic_years,pastclaims,claims,exp_years
557,KZN,Red,70,1,26,8,1,0,1.563312799
558,NW,Silver,42,1,55,37,2,0,1.314168378
559,KZN,Silver,62,0,21,2,3,0,1.023956194
560,GP,Black,42,0,80,61,1,0,0.654346338
561,GP,Silver,62,0,50,31,0,1,0.810403833
562,WC,White,61,1,56,37,1,0,1.237508556
563,FS,Yellow,192,1,26,8,1,0,0.484599589
564,EC,White,104,1,18,0,0,0,0.498288843
565,GP,Black,99,1,38,20,1,0,0.410677618
566,NW,White,246,1,21,3,0,0,1.095140315
567,NW,Red,137,0,18,0,1,1,0.210814511
568,WC,White,209,1,22,3,0,0,0.832306639
569,FS,White,84,0,46,27,1,0,0.670773443
570,GP,Silver,149,1,84,66,1,0,1.226557153
571,WC,Blue,100,0,25,7,0,0,0.826830938
572,NW,Yellow,220,1,29,11,3,0,1.418206708
573,WC,Black,157,1,43,24,2,0,0.588637919
574,KZN,Silver,89,0,83,65,1,1,0.963723477
575,WC,White,124,0,20,2,0,0,0.758384668
576,EC,Red,177,0,30,12,1,0,1.04312115
577,WC,Black,208,1,23,3,1,0,0.848733744
578,GP,Green,52,0,21,2,0,0,0.752908966
579,FS,White,124,0,25,6,0,1,0.678986995
580,KZN,Black,192,0,26,7,3,0,0.772073922
581,GP,Yellow,150,0,28,10,2,0,0.898015058
582,EC,Black,73,0,24,5,0,0,0.501026694
583,GP,Red,146,0,60,42,2,0,0.826830938
584,EC,Blue,169,0,27,7,0,0,0.542094456
585,WC,White,142,0,63,44,1,0,1.456536619
586,FS,Red,96,1,60,41,2,0,0.796714579
588,GP,Silver,77,0,56,38,1,0,0.525667351
589,WC,Silver,52,1,57,39,1,2,1.470225873
590,KZN,White,140,0,82,64,2,0,0.651608487
591,GP,Silver,86,0,32,14,1,0,0.843258042
593,WC,Black,136,1,73,55,4,1,1.67008898
594,MP,White,229,1,18,0,0,0,0.752908966
595,WC,White,107,1,71,52,1,0,0.739219713
597,NW,Red,151,0,20,1,1,0,1.678302533
598,WC,White,164,1,20,1,1,0,0.468172485
599,EC,White,86,1,19,1,1,0,2.732375086
600,GP,Silver,41,1,85,67,1,0,1.059548255
601,EC,Red,51,0,67,49,0,0,1.223819302
602,WC,Black,125,1,25,5,3,0,0.999315537
603,FS,Silver,106,0,31,13,2,0,0.884325804
604,FS,White,309,1,29,11,1,0,1.037645448
605,NW,White,129,0,20,1,1,0,0.514715948
606,EC,Red,169,0,41,21,1,1,0.958247775
607,KZN,Red,101,1,41,21,2,0,0.747433265
608,WC,Silver,104,0,49,31,1,0,0.908966461
609,KZN,Black,72,1,68,49,1,0,0.725530459
610,EC,Black,46,1,18,0,2,0,1.166324435
611,WC,Yellow,90,0,31,13,2,0,0.933607118
612,MP,Silver,111,1,18,0,1,0,0.309377139
613,FS,Black,250,1,64,45,3,0,0.692676249
614,KZN,White,119,0,51,32,1,0,0.150581793
615,GP,Green,160,0,52,33,0,0,1.295003422
616,WC,White,121,0,61,43,0,0,0.454483231
617,WC,Red,175,0,34,14,3,0,0.865160849
618,FS,Black,111,1,49,31,1,1,0.440793977
619,WC,White,233,0,73,55,0,0,0.955509925
620,KZN,Red,95,0,57,39,1,0,1.308692676
621,EC,Red,133,1,53,34,2,0,1.267624914
622,KZN,Red,88,0,80,60,2,0,0.473648186
623,FS,Green,97,0,60,41,1,0,0.755646817
624,KZN,Black,86,0,48,29,0,0,0.66255989
625,EC,Green,155,0,37,19,0,0,1.2183436
626,KZN,Silver,117,0,22,4,0,0,0.640657084
627,EC,Silver,92,0,75,55,2,0,1.097878166
628,EC,White,100,0,32,13,0,0,0.605065024
629,WC,Red,135,0,67,49,4,0,0.845995893
630,GP,Yellow,191,0,80,62,0,0,0.610540726
631,WC,Blue,206,0,42,23,0,0,0.689938398
632,MP,White,218,1,51,33,1,1,1.278576318
633,EC,Silver,67,0,56,38,0,0,0.438056126
634,NW,Yellow,119,0,53,35,1,0,0.632443532
635,GP,White,114,0,26,7,0,1,0.818617385
636,WC,Black,82,0,64,46,1,0,0.48733744
637,EC,Yellow,61,1,80,61,1,0,0.821355236
638,FS,Blue,142,1,22,4,1,1,1.149897331
639,WC,Yellow,108,0,23,3,0,0,0.700889802
640,MP,Blue,40,1,18,0,0,0,0.733744011
641,NW,White,188,1,27,9,0,0,0.681724846
642,EC,White,143,1,41,22,1,0,0.410677618
643,WC,Blue,116,0,69,51,3,0,0.714579055
644,GP,Yellow,171,0,21,3,0,1,1.054072553
645,FS,Yellow,171,1,22,4,2,0,0.629705681
646,NW,Red,102,0,25,7,1,0,0.331279945
647,WC,White,318,1,25,6,3,1,0.402464066
648,WC,White,197,1,23,5,4,0,0.900752909
649,GP,White,88,1,79,60,1,0,0.87063655
650,WC,White,181,1,55,37,1,0,0.605065024
651,MP,White,161,0,29,11,0,0,0.350444901
652,EC,Black,188,0,25,7,0,0,1.404517454
653,WC,Silver,50,0,45,27,2,0,0.303901437
654,EC,Black,76,1,82,64,3,0,0.960985626
655,WC,Black,149,0,67,49,1,0,1.002053388
656,WC,White,155,0,83,65,1,0,0.977412731
657,GP,Red,87,1,78,58,0,0,0.791238877
658,FS,Blue,55,0,53,34,2,0,0.640657084
659,GP,Red,115,0,43,25,1,0,0.689938398
660,KZN,White,279,1,19,1,1,0,1.648186174
661,MP,White,178,0,51,32,0,0,0.996577687
662,FS,Red,114,1,26,8,0,0,0.815879535
663,FS,White,110,0,25,6,0,0,1.653661875
664,KZN,Yellow,134,0,85,67,3,0,0.900752909
665,EC,Green,57,0,60,41,1,0,0.947296372
666,WC,Red,74,0,36,18,0,0,1.475701574
667,GP,Black,127,1,75,56,2,0,1.023956194
668,NW,Black,152,1,41,23,2,0,0.83504449
669,WC,White,133,1,74,55,5,1,1.612594114
670,GP,White,109,0,26,7,0,0,0.720054757
671,FS,White,108,1,42,23,0,0,0.925393566
672,GP,Black,158,0,34,16,0,0,0.386036961
673,GP,White,73,1,53,35,1,0,1.223819302
674,EC,White,87,0,34,16,1,0,0.919917864
675,WC,Yellow,232,1,29,11,0,0,0.484599589
676,WC,Red,145,1,52,32,0,0,0.536618754
677,WC,Silver,101,0,26,8,1,1,0.818617385
678,GP,Green,152,0,24,5,1,0,0.733744011
679,KZN,Green,126,0,42,24,1,0,1.289527721
680,WC,White,84,0,48,30,1,0,1.311430527
681,FS,White,55,0,33,15,1,0,0.547570157
682,NW,Black,49,0,48,30,0,0,1.275838467
683,EC,Black,86,1,52,34,1,0,0.687200548
684,KZN,White,51,1,25,6,4,0,0.832306639
685,FS,Yellow,187,0,41,23,0,0,1.347022587
686,NW,Red,149,0,75,57,1,0,0.539356605
687,GP,White,232,1,75,56,1,0,1.045859001
688,WC,White,47,1,60,42,1,0,0.843258042
689,KZN,Yellow,157,1,31,13,1,0,1.267624914
690,KZN,Red,60,1,36,17,1,0,0.851471595
691,KZN,Red,250,0,28,9,1,0,0.777549624
692,FS,Green,225,0,53,35,1,0,0.651608487
693,MP,White,61,1,42,24,2,0,1.401779603
694,FS,Black,264,0,47,28,1,0,1.056810404
695,WC,Black,45,1,83,64,3,0,0.544832307
696,EC,Red,45,1,45,26,1,0,0.851471595
697,MP,Black,144,0,18,0,2,0,0.752908966
698,GP,White,162,1,65,47,2,0,0.703627652
699,KZN,Silver,162,0,38,20,1,0,0.906228611
700,MP,White,92,0,20,1,1,0,1.336071184
701,EC,Black,70,0,32,13,1,0,0.632443532
702,KZN,Black,383,1,77,58,1,0,0.594113621
703,NW,Black,88,1,68,49,1,0,0.413415469
704,GP,Green,223,1,44,26,0,0,1.374401095
705,FS,Silver,165,1,27,8,0,0,0.317590691
706,EC,Green,117,0,22,3,1,0,1.284052019
707,WC,Green,131,1,80,61,1,0,0.906228611
708,FS,Green,194,1,24,5,1,0,0.48733744
709,GP,Red,110,0,37,18,3,0,0.774811773
710,WC,Black,101,0,28,10,1,0,1.445585216
711,MP,Silver,163,1,20,2,1,0,0.55578371
712,WC,Silver,150,0,40,22,1,2,0.761122519
713,MP,Black,79,1,26,8,0,0,1.081451061
714,KZN,Red,105,1,20,2,1,0,0.8678987
715,WC,Blue,144,1,48,29,0,0,0.457221081
716,FS,Black,234,0,53,35,0,0,1.667351129
717,WC,White,271,0,83,65,1,0,0.632443532
718,KZN,Green,216,1,62,43,1,0,1.059548255
719,KZN,Red,256,1,68,49,1,2,1.815195072
720,GP,Silver,279,0,31,12,1,0,0.479123888
721,KZN,Silver,78,0,20,2,1,0,0.769336071
722,NC,White,125,1,27,9,0,0,0.706365503
723,EC,White,54,0,40,22,1,0,0.563997262
724,GP,Green,192,0,77,57,1,0,0.676249144
725,WC,White,120,1,43,23,0,0,0.320328542
726,WC,White,163,0,18,0,2,0,1.300479124
727,KZN,White,144,0,33,14,1,2,1.327857632
728,WC,Red,52,0,54,35,1,0,1.004791239
729,EC,Red,288,0,22,4,2,1,0.334017796
730,EC,Red,64,1,67,48,0,0,0.613278576
731,WC,Blue,185,1,20,1,1,0,0.818617385
732,MP,Silver,54,1,34,16,1,0,0.640657084
733,WC,Red,84,0,27,9,0,0,1.45927447
734,FS,Green,72,0,37,19,1,0,1.002053388
735,GP,Black,196,1,23,5,1,0,0.960985626
736,MP,Yellow,48,1,50,31,0,0,0.813141684
737,EC,Silver,171,0,80,62,1,0,1.902806297
738,GP,Red,101,1,28,10,0,0,0.851471595
739,EC,Yellow,49,0,22,4,0,0,0.621492129
740,FS,Red,184,1,73,54,2,0,1.275838467
741,GP,Silver,171,1,85,66,0,0,0.761122519
743,FS,Red,191,0,48,30,1,0,0.815879535
744,WC,White,119,0,69,50,1,0,0.944558522
745,KZN,White,41,1,28,9,1,0,0.490075291
746,EC,Silver,157,0,62,44,3,0,0.616016427
747,WC,White,157,0,31,13,0,0,1.040383299
748,FS,White,166,1,26,8,1,0,0.813141684
749,WC,White,48,1,61,43,4,0,1.292265572
750,KZN,Blue,53,0,19,0,1,0,0.678986995
751,NW,White,197,1,21,2,0,0,0.815879535
752,GP,Yellow,120,0,27,9,4,0,0.544832307
753,EC,Red,177,0,68,50,0,0,0.344969199
754,WC,Silver,51,1,19,0,0,0,0.553045859
755,GP,White,80,0,34,16,1,0,1.295003422
756,NW,Black,187,0,34,16,1,1,0.744695414
757,KZN,Yellow,148,1,54,35,2,0,1.483915127
758,WC,Blue,111,0,54,36,1,1,1.059548255
759,WC,Red,164,1,34,14,1,1,0.709103354
760,GP,Blue,79,0,64,46,0,0,0.966461328
761,WC,Red,119,0,70,50,1,0,0.837782341
762,EC,White,212,1,62,43,4,0,1.174537988
763,WC,Silver,60,0,25,7,2,0,0.6954141
765,WC,Green,127,1,79,61,0,0,0.309377139
766,FS,White,110,0,22,4,2,0,0.887063655
767,KZN,White,173,1,67,49,0,0,0.48733744
768,NC,Yellow,159,1,29,11,2,0,0.884325804
770,KZN,Black,62,1,57,39,3,0,0.65982204
771,KZN,Red,118,1,20,1,0,1,1.349760438
772,EC,Red,130,1,76,57,1,0,0.473648186
775,GP,Black,106,1,22,4,1,0,0.643394935
776,WC,Red,134,0,53,34,1,1,0.292950034
777,WC,Silver,133,1,31,12,2,0,0.607802875
778,MP,Yellow,49,0,60,41,0,0,0.594113621
779,GP,Red,185,1,20,1,1,1,1.63449692
780,FS,White,227,0,77,59,0,0,1.440109514
781,FS,Red,98,1,55,37,1,0,0.610540726
782,GP,White,122,0,74,55,1,0,0.700889802
783,GP,Black,153,1,66,48,1,0,0.761122519
784,NW,Green,134,1,78,60,1,0,0.785763176
785,KZN,Silver,56,0,43,24,4,1,0.873374401
786,WC,Black,124,1,20,2,0,1,1.138945927
787,WC,Black,131,0,54,36,1,0,1.648186174
788,FS,Silver,115,0,41,22,2,0,1.374401095
789,WC,Black,103,1,69,51,0,0,0.569472964
790,GP,Red,114,1,67,48,1,0,0.930869268
791,GP,White,41,1,22,3,0,0,0.249144422
792,LIM,Silver,118,1,55,37,2,1,1.045859001
793,WC,Yellow,129,1,47,29,0,0,0.569472964
794,KZN,Yellow,165,1,19,1,1,1,0.607802875
795,WC,White,59,0,36,18,2,0,0.435318275
796,WC,Green,184,1,21,3,0,0,0.873374401
797,EC,Red,97,1,63,44,0,0,1.130732375
798,FS,White,140,1,19,0,1,0,0.780287474
799,KZN,Green,99,0,26,7,2,0,0.424366872
800,EC,Blue,165,0,75,57,0,0,0.235455168
801,GP,Black,104,1,54,36,0,0,1.385352498
802,FS,Red,130,0,27,8,1,0,0.657084189
803,WC,Silver,105,1,49,30,0,0,0.752908966
804,GP,Silver,121,0,81,62,0,0,0.793976728
805,MP,White,156,1,58,40,1,0,0.624229979
806,KZN,White,71,0,38,20,0,0,0.583162218
807,WC,White,124,1,21,2,1,0,0.928131417
808,MP,Silver,87,0,27,8,1,0,0.950034223
809,EC,Yellow,89,0,66,48,0,0,0.876112252
810,WC,Black,94,0,23,5,1,0,0.793976728
811,GP,Yellow,132,0,48,30,0,0,0.517453799
812,WC,Yellow,134,0,20,2,0,0,0.93908282
813,WC,Black,103,0,67,48,2,0,0.769336071
814,FS,Red,55,1,41,23,0,0,1.371663244
815,WC,White,202,0,39,21,2,0,1.308692676
816,EC,Black,180,1,75,57,3,0,0.747433265
817,FS,Yellow,226,0,28,10,1,1,1.557837098
818,EC,White,156,1,46,28,1,0,0.514715948
819,FS,Blue,162,0,63,45,1,0,0.947296372
820,FS,Red,104,1,27,7,1,0,0.791238877
821,WC,Green,118,0,20,2,4,0,0.6954141
822,KZN,White,89,0,24,4,1,1,0.892539357
823,FS,Black,56,0,83,65,0,0,1.352498289
824,KZN,Yellow,55,1,86,68,0,0,0.947296372
825,GP,Black,153,0,38,20,1,0,0.31211499
826,GP,Red,150,0,70,50,0,0,1.026694045
827,EC,White,265,1,37,19,3,0,0.665297741
828,GP,White,159,1,68,49,1,0,0.262833676
829,GP,Green,182,1,25,7,1,0,0.314852841
830,WC,White,60,1,30,11,2,0,0.613278576
831,EC,Blue,92,0,45,26,4,0,0.791238877
832,KZN,White,194,1,64,46,0,0,0.862422998
833,GP,White,101,1,29,10,0,0,0.424366872
834,WC,Black,283,1,80,61,2,0,0.407939767
835,KZN,Red,142,1,35,17,3,0,1.160848734
836,MP,White,128,1,23,3,1,0,0.514715948
837,KZN,White,173,1,50,32,2,0,0.45174538
838,GP,White,140,0,18,0,0,1,0.821355236
839,KZN,Black,120,1,80,62,1,0,1.141683778
840,FS,Silver,130,0,49,31,1,0,1.169062286
841,WC,Black,160,1,18,0,1,0,0.810403833
842,MP,Black,156,0,72,53,1,0,0.481861739
843,WC,White,164,0,44,26,1,0,1.07871321
844,KZN,White,102,1,35,16,0,0,0.624229979
845,NC,Silver,45,1,70,52,1,0,0.366872005
846,GP,Red,146,1,51,32,1,0,0.542094456
847,NW,Silver,187,0,35,17,2,0,0.692676249
848,WC,Black,184,0,29,10,0,0,0.405201916
849,GP,Red,93,1,29,11,0,0,0.438056126
850,WC,Red,86,0,57,38,0,0,1.689253936
851,NW,Red,126,1,74,56,1,0,2.694045175
852,GP,White,56,1,24,6,3,0,0.884325804
853,EC,Yellow,54,0,80,62,1,0,0.616016427
854,WC,Black,107,0,28,10,1,0,0.83504449
855,KZN,White,199,1,84,66,0,0,0.840520192
856,WC,White,194,1,38,20,0,0,0.481861739
857,WC,Green,221,0,86,68,1,0,1.223819302
858,FS,White,58,1,27,9,1,1,1.240246407
859,FS,Black,52,0,30,10,2,0,1.240246407
860,NW,Red,129,1,46,28,0,0,1.125256674
861,GP,Black,131,1,21,3,3,0,1.034907598
862,FS,White,211,0,73,55,1,0,0.698151951
863,GP,White,121,1,59,41,1,0,0.651608487
864,KZN,Silver,92,0,47,28,1,0,1.160848734
865,MP,White,147,1,64,45,1,0,0.34770705
866,GP,White,129,1,75,57,2,0,0.65982204
867,MP,Black,47,1,23,5,2,0,0.202600958
868,WC,Black,98,1,25,7,1,0,0.906228611
869,WC,Red,151,0,71,53,0,0,0.41889117
870,EC,White,105,0,67,49,1,0,1.037645448
871,KZN,Silver,194,0,47,29,1,0,0.438056126
872,FS,Red,95,0,52,34,1,0,0.755646817
873,WC,White,92,0,53,34,2,0,1.431895962
874,WC,White,75,1,81,63,1,0,0.405201916
875,WC,Red,115,1,20,1,3,0,0.429842574
876,MP,Silver,80,0,68,50,3,0,0.807665982
877,FS,Yellow,205,0,22,3,1,0,0.344969199
878,EC,Silver,106,0,71,53,2,0,0.561259411
879,GP,Red,125,1,22,4,0,0,0.635181383
880,FS,White,233,0,86,67,3,0,1.086926762
881,GP,Black,69,0,44,24,1,0,0.728268309
882,KZN,White,101,1,31,12,1,0,0.446269678
883,FS,Green,141,1,51,32,0,0,1.081451061
884,WC,White,92,1,35,17,2,0,0.993839836
885,WC,Yellow,71,0,24,6,1,0,1.103353867
886,MP,Black,106,1,63,45,1,0,0.804928131
887,EC,Blue,257,0,52,32,1,2,0.772073922
888,WC,Blue,131,1,28,10,2,1,1.062286105
889,GP,Silver,123,0,36,17,4,0,1.245722108
890,GP,Black,109,1,22,3,1,0,0.635181383
891,MP,Blue,118,1,77,58,1,0,0.640657084
892,WC,Black,53,1,22,4,2,0,1.185489391
893,GP,Green,134,0,22,4,2,0,1.456536619
894,WC,White,125,1,34,15,1,0,0.317590691
895,KZN,Yellow,298,1,69,51,1,0,0.648870637
896,GP,Silver,218,0,70,51,1,0,0.391512663
897,KZN,Black,36,0,42,24,0,0,1.45927447
898,NW,Black,112,0,56,38,1,0,1.527720739
899,KZN,Black,106,1,69,51,0,0,0.999315537
901,FS,White,68,0,75,57,5,0,1.221081451
902,KZN,Black,58,0,28,10,0,0,1.28678987
903,KZN,Red,67,1,87,68,0,0,0.605065024
904,GP,Green,214,1,81,63,1,0,0.687200548
906,WC,Red,153,0,30,12,2,0,1.07871321
907,WC,Red,72,0,31,11,1,0,1.399041752
908,EC,Silver,120,1,23,5,1,1,0.457221081
909,KZN,Black,171,0,42,24,1,0,0.711841205
910,EC,White,90,1,55,36,2,0,0.449007529
911,LIM,Red,97,0,20,2,0,1,0.752908966
912,GP,Silver,115,0,64,45,2,0,0.824093087
913,WC,Black,139,0,79,60,1,0,0.380561259
914,KZN,White,289,1,80,62,0,0,1.169062286
915,WC,Black,128,0,86,68,2,0,0.90349076
916,WC,White,57,1,22,4,2,1,1.32238193
917,FS,White,209,1,61,42,0,1,0.509240246
918,KZN,White,99,1,19,1,0,0,0.596851472
919,KZN,White,172,0,58,39,0,0,0.55578371
920,GP,Silver,114,0,35,16,0,0,0.818617385
921,FS,Green,127,0,22,2,2,0,0.687200548
922,GP,Black,168,1,51,32,1,0,1.472963723
923,FS,Black,110,1,70,51,1,0,0.31211499
924,WC,Black,47,1,66,47,5,0,0.928131417
925,FS,Black,47,1,30,12,0,0,0.676249144
926,GP,Silver,94,1,33,15,1,0,0.895277207
927,WC,White,135,1,27,8,5,0,0.881587953
928,WC,Red,366,0,52,33,2,2,1.106091718
929,WC,Yellow,117,0,30,12,0,0,0.761122519
930,MP,Red,86,0,66,47,1,0,0.506502396
931,WC,White,106,0,80,62,1,0,0.851471595
932,GP,White,102,0,66,47,1,0,0.325804244
933,EC,Silver,92,0,80,62,2,0,0.596851472
934,NC,Red,70,1,53,34,0,0,0.468172485
935,MP,White,190,0,33,14,1,0,0.750171116
936,GP,Blue,162,1,24,6,2,0,0.476386037
937,EC,Blue,70,1,21,3,2,1,0.744695414
938,KZN,White,57,1,31,10,1,0,1.897330595
939,GP,White,98,0,32,14,1,0,0.76386037
940,GP,White,120,1,49,30,4,0,1.171800137
941,EC,Green,74,0,29,11,2,0,0.947296372
943,KZN,Red,240,1,32,14,1,0,0.314852841
944,WC,Red,101,1,41,22,0,0,1.541409993
945,GP,Yellow,67,0,73,54,1,0,0.922655715
946,FS,Red,107,1,47,29,1,0,1.418206708
947,GP,Silver,51,1,66,48,1,0,0.388774812
948,FS,Black,188,1,62,42,0,0,1.136208077
949,NW,Silver,118,0,28,10,1,0,0.610540726
950,GP,Silver,71,1,34,16,2,1,1.18275154
951,WC,Silver,118,0,33,15,0,0,1.221081451
952,FS,White,179,1,28,10,2,0,0.599589322
953,GP,Blue,77,1,34,15,2,0,1.519507187
954,GP,White,200,0,68,50,0,0,0.698151951
956,KZN,Red,131,0,84,66,1,0,0.654346338
957,KZN,Red,158,0,18,0,0,0,0.008213552
958,WC,Black,131,1,29,11,1,0,0.394250513
959,MP,White,170,0,29,11,1,0,0.739219713
961,MP,Black,229,1,63,44,1,0,1.037645448
962,EC,Yellow,191,1,83,65,2,0,0.284736482
963,FS,Yellow,182,0,24,5,2,0,1.672826831
964,GP,Blue,84,1,26,8,1,0,0.640657084
965,KZN,White,154,1,70,52,1,0,0.580424367
966,NW,White,123,0,58,40,0,0,0.421629021
967,WC,White,156,1,57,39,0,0,0.52019165
969,GP,White,175,1,26,8,0,0,0.424366872
970,NW,Blue,65,0,21,3,2,0,0.999315537
971,KZN,Yellow,69,1,75,57,1,1,1.368925394
972,FS,White,113,1,76,58,2,0,1.07871321
973,EC,Black,132,0,36,17,2,0,1.065023956
974,EC,Yellow,139,1,30,11,1,0,0.298425736
975,WC,White,262,1,35,17,0,0,1.045859001
976,GP,Silver,104,1,68,50,0,0,0.621492129
977,GP,Silver,56,0,21,2,2,0,2.253251198
978,WC,Yellow,72,1,43,24,1,0,0.824093087
979,EC,Red,79,0,23,5,4,1,0.966461328
980,GP,White,151,1,59,40,0,0,0.741957563
981,GP,Red,99,0,36,18,1,0,0.900752909
982,MP,Blue,135,0,31,12,1,0,0.914442163
983,WC,White,233,0,33,14,0,0,0.73100616
984,GP,Red,117,0,44,26,0,0,1.212867899
985,NW,Green,363,0,36,18,1,0,0.5229295
986,KZN,Silver,139,0,57,38,1,0,0.528405202
987,KZN,White,63,0,49,31,1,1,0.832306639
988,WC,White,149,1,18,0,0,0,0.013689254
989,FS,White,108,1,63,45,1,0,0.303901437
990,NW,Black,201,0,64,45,3,0,0.739219713
991,GP,Green,233,0,32,14,1,0,0.83504449
992,WC,Black,193,0,24,5,1,0,0.375085558
993,NC,Red,183,0,41,23,1,0,0.681724846
994,WC,Black,154,1,28,8,2,0,0.484599589
995,KZN,Silver,56,0,18,0,0,0,0.687200548
996,NW,Red,248,0,44,26,1,0,0.878850103
997,LIM,Yellow,118,1,27,9,1,0,0.840520192
998,GP,White,71,0,29,10,1,0,0.45174538
999,WC,Blue,163,1,34,15,0,0,0.895277207
1000,GP,Black,112,1,57,39,1,0,0.673511294
1001,MP,Silver,112,0,38,20,1,0,0.232717317
1002,KZN,Red,237,0,29,11,0,0,0.985626283
1003,FS,Blue,102,1,75,56,1,0,0.917180014
1004,MP,White,140,0,19,0,0,0,1.177275838
1005,KZN,Red,88,0,56,38,1,0,0.553045859
1006,NW,White,175,0,32,13,2,2,0.93908282
1007,KZN,White,106,0,39,21,1,0,0.438056126
1008,FS,White,198,1,27,9,1,0,1.14715948
1009,KZN,White,291,1,26,8,2,1,0.396988364
1010,WC,Blue,252,1,49,31,2,0,1.270362765
1011,KZN,White,130,0,25,7,1,0,1.141683778
1012,GP,White,173,1,45,27,0,0,1.284052019
1013,MP,Yellow,186,1,72,53,0,1,1.645448323
1014,KZN,Red,171,0,46,28,2,0,0.722792608
1015,MP,White,177,0,53,34,2,0,0.635181383
1016,EC,White,178,1,18,0,1,1,1.174537988
1017,GP,Green,111,0,22,4,1,0,0.594113621
1018,WC,Silver,138,0,54,34,3,0,0.459958932
1019,WC,White,140,0,24,6,1,1,0.525667351
1020,WC,Green,108,1,18,0,1,0,0.788501027
1021,EC,Green,57,0,25,6,3,0,0.323066393
1022,WC,White,47,1,52,34,1,0,0.635181383
1023,WC,Silver,75,1,32,13,0,0,0.845995893
1024,WC,Red,101,0,63,45,1,1,0.722792608
1025,MP,White,135,0,81,63,3,0,0.566735113
1026,KZN,White,76,1,66,47,1,0,0.637919233
1027,WC,Red,127,0,51,32,0,0,0.793976728
1028,WC,Blue,137,0,34,16,1,0,0.350444901
1029,KZN,Silver,193,1,26,8,1,0,0.711841205
1030,GP,Yellow,86,1,20,2,0,0,0.919917864
1031,WC,White,52,1,32,14,1,1,1.505817933
1032,WC,Red,93,1,80,62,1,0,0.386036961
1033,WC,Red,158,1,34,15,3,0,0.407939767
1034,WC,Silver,100,1,30,12,3,0,1.393566051
1035,KZN,White,98,0,71,53,1,0,0.402464066
1036,GP,White,183,0,40,22,0,0,0.328542094
1037,FS,Green,112,1,29,9,0,0,1.11156742
1038,WC,Black,40,0,40,22,1,0,0.610540726
1039,MP,White,231,1,42,23,0,0,1.119780972
1040,WC,White,73,1,78,60,0,0,1.270362765
1041,GP,Blue,154,0,54,34,4,0,0.525667351
1042,WC,Red,105,1,53,34,1,0,0.210814511
1044,WC,White,128,1,67,48,0,1,0.665297741
1045,WC,Blue,82,0,25,7,1,0,0.829568789
1046,EC,Yellow,82,1,81,62,1,0,0.459958932
1047,GP,White,174,1,54,34,0,1,0.76386037
1048,NW,White,218,1,36,18,1,1,0.969199179
1049,KZN,White,100,0,38,20,0,0,1.059548255
1050,KZN,Black,188,1,85,67,0,0,0.813141684
1051,WC,Red,152,0,38,20,0,0,0.646132786
1052,NW,Yellow,142,1,77,58,2,0,1.582477755
1053,WC,White,138,0,82,64,1,0,0.758384668
1054,WC,Green,41,1,31,13,1,0,0.588637919
1055,KZN,White,83,1,39,21,4,0,1.349760438
1056,EC,Blue,205,1,41,22,1,0,1.144421629
1057,EC,Red,149,0,44,26,0,0,1.727583847
1058,FS,White,83,0,67,49,1,0,1.073237509
1059,WC,Yellow,148,0,21,2,2,0,0.27652293
1060,WC,Blue,106,1,27,9,2,1,0.533880903
1061,FS,White,84,1,59,41,0,0,0.736481862
1062,KZN,Green,105,0,50,32,1,0,0.637919233
1063,NW,Red,147,0,44,26,0,1,0.862422998
1064,NW,White,105,0,52,34,0,0,0.670773443
1065,GP,Silver,46,1,27,9,0,0,0.605065024
1066,KZN,Red,63,0,72,54,2,0,1.002053388
1067,GP,White,108,1,51,33,1,0,0.966461328
1068,EC,Red,118,1,55,36,0,0,0.465434634
1069,NW,Blue,128,0,23,5,1,0,0.517453799
1070,WC,Red,241,0,80,61,0,0,1.11156742
1071,FS,Black,150,1,37,19,1,0,0.725530459
1072,KZN,Yellow,149,0,38,20,0,0,0.917180014
1073,NW,Yellow,130,0,20,1,2,0,1.483915127
1074,WC,Black,295,1,79,60,0,0,0.580424367
1075,KZN,Silver,239,1,55,36,0,0,1.442847365
1076,GP,Red,193,1,63,44,1,0,0.917180014
1077,LIM,White,81,0,85,67,1,0,0.640657084
1078,KZN,Silver,94,1,29,11,2,0,0.484599589
1079,GP,Black,91,1,33,14,0,0,0.331279945
1080,WC,Silver,104,0,42,23,0,0,0.599589322
1081,KZN,White,155,0,22,4,2,1,0.900752909
1082,FS,Red,217,0,25,7,0,0,1.034907598
1083,LIM,Black,50,0,81,61,1,0,0.703627652
1084,GP,Yellow,130,1,47,28,1,0,0.583162218
1085,MP,Yellow,99,1,77,57,0,0,1.204654346
1086,WC,White,130,0,66,48,1,0,1.727583847
1087,FS,Blue,152,0,34,16,1,0,0.692676249
1088,EC,Yellow,80,1,44,25,1,0,0.783025325
1089,GP,Green,110,0,55,37,1,0,1.87816564
1090,NW,Black,83,1,45,26,0,0,1.560574949
1091,WC,Blue,115,0,29,11,0,0,0.462696783
1092,NW,White,109,0,55,36,3,0,0.596851472
1093,FS,White,134,0,82,63,2,0,0.919917864
1094,WC,White,66,0,51,33,1,0,0.632443532
1095,FS,White,66,1,78,60,2,0,0.41615332
1096,KZN,White,215,1,35,17,0,1,0.971937029
1097,NW,Black,158,0,52,33,1,0,0.908966461
1098,GP,Red,94,1,44,26,1,0,1.097878166
1099,KZN,Red,150,1,37,19,3,1,0.76659822
