id,province,carcolour,hp,gender,age,lic_years,pastclaims,exp_years
601,KZN,Red,87,0,66,48,2,0.161533196
602,KZN,Black,54,1,44,26,3,0.010951403
603,KZN,Silver,235,1,20,2,0,0.284736482
604,WC,Black,67,0,53,34,1,0.459958932
606,EC,Green,174,0,49,31,1,0.005475702
607,FS,Red,204,0,58,38,1,0.48733744
608,KZN,White,107,1,77,58,1,0.344969199
609,NW,Yellow,78,1,21,2,5,0.265571526
610,FS,Green,143,0,76,58,0,0.079397673
611,GP,Black,62,0,65,47,1,0.468172485
612,FS,Black,122,1,31,13,1,0.41615332
613,FS,Black,139,1,24,5,1,0.31211499
614,FS,Blue,79,1,25,7,2,0.380561259
615,FS,Green,103,1,35,16,1,0.169746749
616,WC,Blue,73,1,37,18,1,0.284736482
617,NW,Green,223,1,21,2,0,0.224503765
618,WC,White,48,1,47,29,0,0.481861739
620,EC,Blue,84,0,26,7,0,0.284736482
621,FS,Silver,41,0,34,15,1,0.210814511
622,GP,Silver,139,1,42,24,0,0.292950034
623,WC,White,46,1,52,33,2,0.24366872
624,EC,Black,137,1,84,66,0,0.413415469
625,WC,White,177,1,43,25,1,0.224503765
626,GP,Red,104,0,33,14,1,0.427104723
627,KZN,Silver,96,1,72,54,1,0.364134155
628,WC,Black,215,1,41,22,3,0.410677618
629,WC,Silver,118,0,38,18,0,0.235455168
630,KZN,Red,168,1,56,38,1,0.298425736
631,WC,White,93,1,66,47,3,0.320328542
632,WC,Black,149,1,79,61,0,0.339493498
633,FS,White,58,0,63,44,1,0.008213552
634,FS,White,106,1,28,10,0,0.320328542
635,WC,Red,104,0,75,57,1,0
636,WC,Yellow,164,0,86,68,0,0.260095825
637,NW,Silver,90,0,70,52,1,0.407939767
638,WC,White,59,1,83,65,1,0.090349076
639,MP,Black,60,0,68,50,0,0.254620123
640,WC,White,107,1,51,33,1,0.117727584
641,FS,Red,61,0,48,28,0,0.473648186
642,FS,Red,46,0,72,53,2,0.413415469
644,KZN,Yellow,78,0,37,18,3,0.366872005
645,KZN,Yellow,110,1,63,44,0,0.462696783
646,WC,Green,127,1,56,38,0,0.073921971
647,KZN,Blue,83,0,71,53,3,0.191649555
648,MP,Red,158,0,84,66,0,0.043805613
649,WC,Yellow,247,1,62,44,0,0.043805613
650,WC,Blue,342,0,57,37,0,0.334017796
651,GP,Red,188,0,35,16,1,0.232717317
652,GP,White,133,0,36,17,0,0.396988364
653,GP,White,183,1,80,62,0,0.005475702
654,GP,Green,138,1,49,31,1,0.158795346
655,WC,White,127,0,45,27,1,0.235455168
656,WC,Silver,49,1,51,32,1,0.476386037
657,MP,Black,42,0,66,48,2,0.227241615
658,GP,Silver,308,1,81,63,0,0.164271047
659,WC,Black,146,1,79,60,1,0.046543463
660,WC,Red,137,1,28,10,1,0.435318275
661,WC,White,229,0,28,9,2,0.008213552
662,EC,White,178,1,35,16,3,0.161533196
663,KZN,Black,134,1,31,13,1,0.202600958
664,KZN,Red,79,1,59,40,0,0.101300479
665,KZN,Green,93,1,49,30,1,0.339493498
666,FS,White,190,0,75,57,1,0.117727584
667,LIM,White,77,0,37,19,0,0.027378508
668,KZN,Red,74,1,54,36,2,0.161533196
669,KZN,Black,82,1,21,2,2,0.114989733
671,NW,White,171,1,27,9,1,0.484599589
672,WC,Red,193,1,41,20,1,0.24366872
673,GP,Blue,187,1,39,20,1,0.344969199
674,KZN,Red,61,0,44,26,3,0.410677618
675,WC,Red,167,0,28,9,5,0.079397673
676,GP,Yellow,41,0,63,44,1,0.350444901
677,WC,White,56,0,53,34,1,0.396988364
678,GP,Black,43,1,64,46,2,0.114989733
679,MP,White,100,1,27,8,1,0.268309377
680,FS,Yellow,57,1,73,55,1,0.438056126
682,GP,Black,95,0,33,13,0,0.41615332
683,MP,White,89,0,21,2,1,0.377823409
684,WC,Red,91,1,58,39,0,0.470910335
685,WC,Black,158,1,21,3,1,0.065708419
686,WC,Green,138,1,56,38,0,0.31211499
687,WC,Silver,63,0,35,16,0,0.479123888
688,GP,Red,65,0,55,37,0,0.213552361
689,FS,Yellow,201,0,32,14,3,0.095824778
690,GP,Silver,222,1,62,43,0,0.366872005
691,EC,Silver,96,1,56,37,1,0.265571526
692,FS,Blue,168,0,52,34,3,0.380561259
693,MP,White,39,1,44,26,0,0.095824778
694,FS,Silver,56,0,82,64,4,0.251882272
695,NW,White,89,1,46,28,1,0.446269678
696,WC,White,62,0,65,47,1,0.10403833
697,WC,Red,241,1,19,0,1,0.465434634
698,EC,Black,87,0,26,8,1,0.238193018
699,LIM,Blue,101,1,61,43,2,0.186173854
700,NC,Green,45,1,76,58,2,0.301163587
701,MP,White,117,1,25,7,2,0.114989733
702,GP,Blue,85,1,33,14,0,0.413415469
703,GP,Black,53,0,55,36,1,0.249144422
704,KZN,White,128,0,62,44,1,0.375085558
705,KZN,Black,80,1,48,29,2,0.344969199
706,NW,Red,73,0,19,1,0,0.180698152
707,MP,Black,144,1,47,29,1,0.098562628
708,NW,White,263,0,43,23,4,0.191649555
709,MP,Red,156,1,54,36,0,0.150581793
710,WC,Silver,74,1,50,32,1,0.079397673
711,KZN,Green,173,1,22,4,2,0.287474333
712,WC,Red,158,1,46,27,1,0.320328542
713,FS,Red,303,1,38,19,4,0.399726215
714,MP,Red,178,1,34,16,0,0.125941136
715,WC,White,116,0,20,1,1,0.052019165
716,WC,White,106,1,38,20,1,0.183436003
717,NW,Blue,235,1,79,61,0,0.125941136
718,WC,White,67,0,24,6,1,0.109514031
719,KZN,Black,166,1,48,29,2,0.057494867
720,NW,White,173,1,34,16,0,0.375085558
721,WC,Red,94,1,25,7,2,0.046543463
722,KZN,White,175,0,52,34,1,0.13963039
723,KZN,Yellow,139,0,51,32,0,0.082135524
724,GP,Red,131,1,31,12,1,0.254620123
725,KZN,Silver,205,0,53,35,1,0.238193018
726,MP,Yellow,92,0,67,48,1,0.331279945
727,GP,Blue,269,1,52,34,3,0.131416838
728,WC,Black,174,0,67,48,1,0.320328542
729,GP,Blue,162,1,43,25,2,0.391512663
730,GP,Silver,70,1,40,22,0,0.03559206
731,GP,White,152,1,29,11,2,0.427104723
732,GP,White,56,0,25,6,2,0.095824778
734,NW,Red,120,0,24,6,3,0.188911704
735,GP,White,58,0,24,6,2,0.372347707
736,FS,Red,377,1,77,59,1,0.156057495
737,KZN,Silver,217,1,54,35,0,0.459958932
738,WC,Red,151,0,77,59,1,0.292950034
739,MP,Green,143,0,44,26,3,0.177960301
740,FS,Black,106,1,68,49,4,0.030116359
741,WC,White,138,1,29,11,1,0.016427105
742,KZN,Green,170,0,80,62,2,0.402464066
743,EC,White,151,1,64,45,2,0.27926078
744,WC,White,165,0,74,55,1,0.314852841
745,WC,White,61,0,65,46,1,0.232717317
746,GP,Silver,303,0,22,2,2,0.177960301
747,NW,Green,188,0,43,24,2,0.117727584
748,GP,White,78,0,78,60,2,0.169746749
749,WC,White,147,0,31,13,1,0.114989733
750,KZN,White,119,0,19,1,3,0.350444901
751,KZN,White,140,1,45,27,0,0.459958932
752,WC,Silver,134,0,39,21,3,0.402464066
753,GP,Green,218,0,30,12,1,0.164271047
754,FS,White,44,1,26,8,4,0.358658453
755,FS,White,96,1,23,5,2,0.24366872
756,GP,Black,194,0,40,21,1,0.262833676
757,NW,Black,135,1,81,63,1,0.325804244
758,WC,Silver,45,1,48,30,3,0.101300479
759,NW,White,161,1,59,40,1,0.290212183
760,WC,Black,124,0,27,9,2,0.386036961
761,KZN,White,132,1,23,5,3,0.188911704
762,EC,Black,59,0,58,39,1,0.396988364
763,GP,Red,157,1,60,42,0,0.492813142
764,GP,White,264,0,35,17,1,0.410677618
765,GP,Red,126,0,66,47,3,0.109514031
766,EC,Black,141,0,76,56,1,0.167008898
767,WC,Green,47,1,35,16,3,0.180698152
768,GP,Red,143,1,22,3,1,0.010951403
769,KZN,Red,211,1,22,4,0,0.177960301
770,FS,Red,82,0,48,29,3,0.216290212
771,GP,Yellow,175,0,30,11,1,0.17522245
772,GP,White,64,0,70,52,2,0.087611225
773,WC,Blue,175,1,76,58,0,0.052019165
774,GP,Green,162,0,69,50,0,0.123203285
775,NW,Red,133,0,47,28,1,0.454483231
776,EC,White,258,0,67,48,1,0.079397673
777,MP,Blue,214,0,20,1,1,0.221765914
778,WC,White,108,0,60,41,0,0.394250513
779,MP,Red,93,0,73,55,0,0.210814511
780,EC,Red,193,0,46,28,0,0.06844627
781,FS,White,80,1,19,1,1,0.213552361
783,WC,White,215,0,80,61,1,0.48733744
784,WC,Yellow,100,1,36,17,0,0.183436003
785,LIM,White,202,0,47,28,1,0.191649555
786,FS,Yellow,219,1,45,27,0,0.079397673
787,FS,Yellow,82,0,69,50,0,0.380561259
788,EC,Black,73,0,21,3,1,0.202600958
789,WC,Green,138,0,82,63,0,0.375085558
790,WC,Blue,103,1,47,29,1,0.303901437
791,EC,Blue,185,0,47,27,1,0.013689254
792,FS,Yellow,182,1,79,59,2,0.254620123
793,GP,Yellow,177,0,51,33,0,0.131416838
794,KZN,White,147,0,72,54,0,0.186173854
795,EC,White,101,0,66,48,1,0.194387406
796,FS,White,374,0,21,3,4,0.120465435
797,KZN,Green,60,1,25,6,1,0.446269678
798,GP,White,79,1,29,11,2,0.134154689
799,EC,Black,142,1,31,12,0,0.106776181
800,LIM,Silver,124,1,35,17,1,0.197125257
801,GP,White,134,0,44,26,1,0.197125257
802,KZN,Blue,149,1,52,34,2,0.27926078
803,GP,White,83,0,62,44,1,0.413415469
804,EC,Red,125,1,81,63,1,0.06844627
805,NW,Red,350,0,18,0,1,0.169746749
806,GP,White,230,0,33,13,3,0.38329911
807,EC,White,108,1,79,60,1,0.13963039
808,NW,White,280,1,30,11,5,0.273785079
809,EC,White,56,0,49,31,1,0.235455168
810,NW,White,144,0,28,10,1,0.038329911
811,KZN,Green,106,1,57,38,1,0.435318275
812,NW,White,117,1,35,16,0,0.314852841
813,KZN,Black,274,1,49,31,0,0.188911704
814,WC,Green,182,1,66,47,1,0.481861739
815,FS,Silver,79,0,27,9,1,0.221765914
816,FS,Yellow,218,0,28,10,1,0.421629021
817,GP,Yellow,120,1,21,3,0,0.150581793
818,EC,Black,48,0,25,6,1,0.317590691
819,GP,White,76,1,72,53,1,0.060232717
820,WC,Blue,135,0,44,25,1,0.438056126
821,EC,White,77,0,46,28,0,0.328542094
822,WC,Yellow,60,1,55,35,1,0.062970568
823,EC,Silver,191,0,85,67,0,0.399726215
824,MP,Yellow,109,0,70,51,0,0.328542094
825,WC,Blue,73,0,71,53,0,0.410677618
826,FS,Black,187,1,70,52,0,0.432580424
827,WC,Black,90,1,18,0,2,0.232717317
828,WC,Silver,139,1,76,58,2,0.150581793
829,KZN,White,288,1,75,57,1,0.24366872
830,WC,Red,123,0,35,17,2,0.41889117
831,NW,White,280,1,81,62,1,0.177960301
832,WC,White,255,1,36,18,0,0.043805613
833,MP,Green,61,0,24,5,0,0.046543463
834,KZN,Green,43,0,66,48,2,0.399726215
835,LIM,Silver,44,1,21,3,1,0.342231348
837,GP,Green,53,0,33,15,1,0.364134155
838,WC,Silver,44,1,42,24,0,0.249144422
839,GP,Black,158,0,26,6,1,0.394250513
840,WC,White,79,0,61,43,0,0.112251882
841,GP,White,79,1,43,24,0,0.229979466
842,NW,Yellow,135,1,26,7,2,0.328542094
843,KZN,Black,56,1,38,20,1,0.221765914
844,KZN,White,209,1,68,49,1,0.350444901
845,MP,Yellow,48,0,57,39,1,0.1724846
846,WC,Black,53,1,79,60,2,0.364134155
847,GP,Yellow,110,0,71,53,1,0.205338809
848,MP,Black,171,0,24,5,1,0.1724846
849,KZN,White,155,1,21,3,0,0
851,FS,White,128,1,21,3,1,0.114989733
852,NW,Red,161,1,81,63,4,0.388774812
853,NW,Red,69,1,30,11,1,0.459958932
854,FS,Black,140,1,34,15,1,0.046543463
855,GP,Yellow,106,1,26,7,1,0.224503765
856,GP,Red,78,1,25,7,2,0.013689254
857,EC,Red,380,1,44,26,0,0.112251882
858,KZN,Green,164,1,60,42,1,0.177960301
859,EC,Green,148,0,24,6,1,0.065708419
860,FS,White,40,1,23,5,2,0.24366872
861,NW,Yellow,127,1,33,15,0,0.41615332
862,WC,Silver,244,1,81,62,1,0.443531828
863,EC,Silver,53,0,63,45,1,0.331279945
864,FS,Black,118,1,44,26,1,0.317590691
865,NW,Green,152,1,75,56,2,0.043805613
866,MP,Silver,128,1,80,62,2,0.353182752
867,KZN,White,183,0,22,4,0,0.10403833
868,WC,White,80,1,21,2,1,0.246406571
869,KZN,Red,101,1,34,16,2,0.479123888
870,WC,White,99,0,37,19,3,0.391512663
871,FS,White,90,0,51,32,5,0.364134155
872,KZN,White,59,1,60,41,1,0.17522245
873,EC,Blue,125,0,75,57,1,0.229979466
874,WC,Silver,99,1,63,45,1,0.109514031
875,FS,White,97,0,28,9,1,0.284736482
876,FS,White,112,0,28,9,2,0.229979466
877,WC,Red,91,0,76,58,4,0.443531828
878,WC,Silver,42,0,24,6,0,0.344969199
879,FS,Blue,117,0,66,48,1,0.169746749
880,NW,Black,107,0,32,14,0,0.065708419
881,EC,Silver,162,0,47,28,1,0.298425736
882,WC,Green,94,1,57,38,1,0.309377139
883,WC,Silver,135,0,19,1,1,0.27652293
884,EC,White,85,0,18,0,0,0.205338809
885,KZN,Red,108,1,64,46,1,0.101300479
886,NW,Blue,332,0,40,21,0,0.468172485
887,FS,Green,243,1,30,12,1,0.177960301
888,MP,Red,130,1,54,36,1,0.476386037
889,GP,Black,161,1,81,63,1,0.386036961
890,GP,White,42,0,29,11,0,0.492813142
892,LIM,Silver,91,0,40,22,0,0.049281314
893,WC,White,102,1,84,65,2,0.150581793
894,EC,White,222,0,79,61,0,0.177960301
895,MP,Red,127,1,22,3,1,0.125941136
896,GP,White,108,1,30,11,1,0.262833676
897,FS,Yellow,172,0,21,2,1,0.421629021
898,GP,Black,166,1,18,0,1,0.361396304
899,NW,Black,141,0,77,59,1,0.125941136
900,WC,White,134,0,45,26,4,0.202600958
901,WC,Silver,299,1,72,54,2,0.216290212
902,EC,Red,169,1,32,13,1,0.216290212
903,GP,Red,210,1,63,45,2,0.032854209
904,GP,Silver,197,1,50,31,0,0.142368241
905,WC,Black,103,1,50,31,2,0.20807666
906,GP,Red,162,1,52,34,0,0.057494867
907,GP,Black,64,0,83,65,2,0.435318275
908,MP,White,49,0,20,2,0,0.306639288
909,KZN,Blue,140,0,23,5,0,0.284736482
910,WC,White,94,0,40,22,0,0.342231348
911,WC,Red,110,1,46,28,1,0.325804244
912,NW,Black,76,0,73,54,0,0.295687885
913,EC,White,280,1,21,2,1,0.008213552
914,FS,Green,62,1,30,12,0,0.016427105
915,LIM,Black,290,1,37,18,0,0.057494867
916,GP,White,93,0,20,1,1,0.167008898
917,WC,Silver,150,1,23,5,1,0.372347707
918,KZN,Blue,265,1,19,1,3,0.24366872
919,EC,White,93,1,40,21,0,0.062970568
920,FS,Black,72,1,85,66,0,0.202600958
921,GP,Yellow,284,0,32,13,1,0.13963039
922,KZN,Red,143,0,47,29,0,0.468172485
923,GP,Silver,117,1,45,27,1,0.435318275
924,KZN,Black,73,1,64,46,0,0.399726215
925,FS,White,72,0,31,12,0,0.038329911
926,KZN,Silver,217,1,23,5,1,0.005475702
927,KZN,Red,202,0,20,2,2,0.424366872
928,WC,Silver,41,1,22,4,4,0.216290212
929,WC,White,64,0,44,26,0,0.238193018
930,WC,White,147,0,64,45,1,0.20807666
931,WC,Green,121,0,67,49,2,0.45174538
932,GP,White,178,0,25,7,0,0.191649555
933,KZN,Red,69,0,47,29,1,0.309377139
934,FS,Black,89,0,76,58,0,0.153319644
935,WC,White,185,1,31,13,0,0.438056126
936,MP,Silver,219,0,50,32,1,0.249144422
937,WC,Silver,59,1,72,54,1,0.449007529
938,EC,White,142,0,79,60,1,0.41889117
939,GP,Black,162,1,84,65,0,0.405201916
940,NW,Black,243,0,22,4,2,0.213552361
941,GP,Red,79,0,86,67,1,0.073921971
942,MP,White,152,0,49,31,0,0.459958932
943,GP,White,87,1,22,4,1,0.407939767
944,EC,Yellow,133,1,70,52,2,0.06844627
945,EC,White,60,0,39,21,2,0.114989733
946,GP,Yellow,158,0,69,51,4,0.180698152
947,KZN,Blue,91,0,44,24,2,0.465434634
948,GP,Black,173,0,53,34,1,0.221765914
949,WC,Red,122,1,24,5,5,0.344969199
950,GP,White,86,1,71,53,1,0.31211499
951,MP,Silver,64,0,22,4,0,0.481861739
952,MP,Silver,149,1,25,7,1,0.438056126
953,KZN,Black,139,1,71,52,1,0.396988364
954,EC,Red,62,1,72,53,0,0.013689254
955,WC,Red,250,0,26,7,1,0.060232717
956,MP,Black,180,0,57,38,1,0.131416838
957,WC,Blue,76,0,66,48,0,0.021902806
958,KZN,Silver,55,1,19,0,0,0.150581793
959,GP,Green,127,1,86,68,0,0.169746749
960,KZN,Green,162,1,23,4,0,0.199863107
961,EC,Yellow,112,0,55,37,1,0.31211499
962,GP,Silver,88,1,31,12,1,0.084873374
963,EC,Blue,239,0,26,8,2,0.251882272
964,WC,Black,87,1,32,14,0,0.161533196
965,WC,White,60,1,77,59,1,0.424366872
966,FS,Red,113,0,34,16,0,0.17522245
967,NW,Blue,79,1,28,10,1,0.314852841
969,FS,White,162,0,26,8,1,0.364134155
970,GP,Red,105,0,81,62,1,0.03559206
971,WC,Black,161,1,68,50,1,0.013689254
972,FS,Red,227,0,55,36,2,0.462696783
974,NW,Red,227,1,55,36,1,0.380561259
975,GP,White,146,1,73,54,0,0.462696783
976,GP,Blue,92,1,25,7,0,0.024640657
977,KZN,Silver,207,0,19,0,2,0.257357974
978,FS,White,55,0,82,63,0,0.016427105
979,KZN,White,116,0,27,9,2,0.457221081
980,MP,Black,109,0,55,36,1,0.432580424
981,FS,Yellow,109,1,40,21,1,0.057494867
982,WC,Red,82,0,60,41,2,0.142368241
983,KZN,White,126,1,31,13,0,0.235455168
984,KZN,Red,343,1,23,4,1,0.298425736
985,EC,Black,113,0,72,53,1,0.355920602
986,GP,White,145,0,28,9,4,0.219028063
987,EC,White,128,1,26,8,1,0.27652293
988,WC,Black,263,0,56,38,1,0.301163587
989,EC,Silver,68,1,27,9,1,0.399726215
990,EC,White,119,1,29,9,0,0.221765914
991,GP,Blue,99,0,26,8,1,0.353182752
992,EC,White,132,1,28,9,3,0.254620123
993,KZN,Black,139,1,75,56,0,0.344969199
994,WC,Yellow,52,1,25,7,1,0.432580424
995,FS,White,247,1,60,42,4,0.027378508
996,GP,White,84,0,48,29,0,0.284736482
997,FS,Red,165,1,43,25,0,0.331279945
998,EC,Black,177,0,20,2,0,0.240930869
999,GP,Red,110,1,23,5,1,0
1000,FS,White,123,1,28,10,1,0.473648186
1001,KZN,White,181,1,30,11,1,0.358658453
1002,NW,Red,110,1,31,13,1,0.386036961
1003,EC,Blue,41,1,25,7,0,0.010951403
1004,EC,Red,133,0,75,57,0,0.117727584
1005,WC,White,62,0,33,15,1,0.462696783
1006,GP,White,160,0,34,16,0,0.402464066
1007,GP,Yellow,107,0,53,35,2,0.13963039
1008,NW,Blue,125,1,37,18,0,0.459958932
1009,KZN,Silver,81,1,62,43,1,0.027378508
1010,FS,White,52,1,83,65,5,0.177960301
1011,GP,White,78,0,43,25,1,0.125941136
1012,MP,Red,137,1,85,66,2,0.213552361
1013,FS,White,185,1,70,52,1,0.046543463
1014,GP,White,225,1,40,20,0,0.366872005
1015,EC,White,117,1,18,0,1,0.210814511
1016,GP,White,78,1,45,26,0,0.106776181
1017,WC,Red,129,1,61,43,1,0.342231348
1018,WC,White,201,0,80,62,1,0.402464066
1019,EC,Red,118,1,18,0,1,0.101300479
1020,GP,Red,97,0,66,48,1,0.306639288
1021,WC,Red,206,1,29,11,1,0.281998631
1022,WC,White,90,1,48,29,3,0.043805613
1023,WC,Red,75,0,44,25,2,0.366872005
1024,NW,Silver,105,1,25,7,0,0.380561259
1025,WC,White,187,1,71,53,0,0.440793977
1026,MP,White,114,0,27,9,3,0.164271047
1027,MP,Yellow,163,1,21,2,4,0.298425736
1028,GP,Black,98,0,59,41,2,0.31211499
1029,FS,Black,260,0,60,42,1,0.320328542
1030,WC,Blue,128,1,20,1,1,0.336755647
1032,FS,Silver,131,1,57,38,0,0.459958932
1033,KZN,Green,325,0,56,37,2,0.265571526
1034,MP,Black,69,1,31,13,0,0.284736482
1035,KZN,Silver,123,1,35,16,1,0.010951403
1036,GP,White,82,1,78,59,1,0.202600958
1037,KZN,White,123,0,33,11,2,0.024640657
1038,WC,Green,80,0,63,45,2,0.232717317
1039,EC,Blue,232,0,24,5,1,0.435318275
1040,GP,Silver,190,1,85,67,1,0.136892539
1041,KZN,White,122,0,43,25,1,0.24366872
1042,WC,Red,117,0,48,30,1,0.410677618
1043,WC,White,213,0,21,3,1,0.136892539
1044,EC,Silver,139,1,61,43,1,0.134154689
1045,WC,White,62,0,36,18,1,0.306639288
1046,KZN,Green,121,1,67,49,1,0.046543463
1047,EC,Silver,80,0,21,1,0,0.481861739
1048,MP,White,134,1,72,53,1,0.342231348
1049,NW,Blue,109,1,42,23,0,0.334017796
1050,FS,White,94,1,35,17,1,0.410677618
1051,KZN,White,325,0,43,25,4,0.34770705
1052,EC,Black,150,0,55,37,0,0.386036961
1053,FS,Yellow,68,0,46,28,0,0.197125257
1054,FS,Red,134,1,79,61,2,0.021902806
1055,EC,Red,129,1,54,36,0,0.060232717
1056,GP,Blue,154,0,26,7,0,0.073921971
1057,WC,White,202,0,71,53,1,0.008213552
1058,EC,White,101,0,27,9,1,0.366872005
1059,FS,Silver,45,1,47,28,1,0.164271047
1060,EC,Red,136,1,20,2,1,0.399726215
1061,GP,White,179,0,48,30,1,0.290212183
1062,KZN,White,182,1,80,62,3,0.41889117
1063,FS,White,86,0,23,5,0,0.008213552
1064,GP,Red,50,1,31,13,1,0.125941136
1065,EC,White,157,0,23,5,0,0.407939767
1066,KZN,White,72,0,46,28,1,0.41615332
1067,WC,White,126,1,34,16,1,0.295687885
1068,GP,Black,119,1,48,30,0,0.394250513
1069,WC,Yellow,194,0,58,38,2,0.394250513
1070,MP,White,68,0,50,31,0,0.303901437
1071,WC,White,169,0,82,63,1,0.024640657
1072,KZN,Green,60,1,60,42,1,0.328542094
1073,EC,Red,189,0,36,17,0,0.405201916
1074,KZN,Black,136,1,58,39,0,0.120465435
1075,WC,Red,65,0,79,61,1,0.112251882
1076,FS,Yellow,113,1,63,45,1,0.021902806
1079,KZN,White,117,1,69,51,2,0.054757016
1080,GP,White,181,0,38,20,1,0.123203285
1081,KZN,Silver,124,0,68,50,1,0.213552361
1082,WC,Black,140,1,27,8,1,0.177960301
1083,MP,Black,68,0,28,9,1,0.03559206
1084,EC,Black,49,0,29,11,1,0.027378508
1085,FS,Blue,48,1,58,39,0,0.219028063
1086,MP,White,176,0,68,49,2,0.008213552
1087,GP,Green,182,0,30,12,0,0.106776181
1088,WC,Red,121,1,52,33,0,0.355920602
1089,WC,White,67,1,28,8,1,0.216290212
1090,WC,Red,57,1,41,23,0,0.060232717
1091,EC,White,72,0,43,25,1,0.041067762
1092,FS,Red,122,0,18,0,0,0.027378508
1093,NW,White,53,0,22,4,0,0.336755647
1094,KZN,Green,57,1,69,50,1,0.251882272
1095,FS,White,172,0,74,56,5,0.317590691
1096,GP,Red,108,0,83,64,2,0.060232717
1097,FS,Yellow,101,0,19,1,1,0.084873374
1098,WC,Blue,97,0,24,6,2,0.183436003
1099,KZN,White,49,0,28,10,1,0.287474333
1100,GP,Red,189,0,41,22,1,0.213552361
1101,MP,White,113,1,69,50,1,0.344969199
1102,GP,White,168,0,78,59,1,0.06844627
1103,GP,Yellow,59,0,31,13,1,0.084873374
1104,LIM,Green,121,1,35,17,0,0.013689254
1105,GP,Black,63,0,63,45,1,0.34770705
1106,KZN,Green,100,0,37,19,4,0.391512663
1107,LIM,White,57,0,18,0,0,0.281998631
1108,FS,Yellow,94,1,22,4,1,0.164271047
1109,EC,Red,85,0,20,2,1,0.153319644
1110,KZN,Black,54,0,23,4,2,0.016427105
1111,WC,White,169,1,23,4,2,0.295687885
1112,WC,Green,295,1,48,30,1,0.123203285
1113,GP,White,96,0,37,19,1,0.224503765
1114,KZN,Red,165,1,63,45,2,0.287474333
1115,FS,White,150,0,64,46,0,0.462696783
1116,WC,Red,180,1,53,35,0,0.219028063
1117,FS,White,57,0,21,3,2,0.443531828
1118,FS,Blue,147,1,84,66,1,0.268309377
1119,WC,White,116,0,46,28,1,0.194387406
1120,EC,White,106,0,41,23,1,0.235455168
1121,EC,Black,145,0,30,12,1,0.339493498
1122,GP,White,68,0,62,44,1,0.095824778
1123,EC,White,93,0,75,57,0,0.287474333
1124,WC,Silver,145,1,37,19,1,0.191649555
1126,WC,Yellow,190,1,30,12,1,0.136892539
1127,FS,White,46,0,72,53,0,0.114989733
1128,EC,White,131,1,57,39,1,0.117727584
1129,NW,Red,117,0,24,5,0,0.336755647
1130,WC,Silver,188,0,23,5,0,0.073921971
1131,GP,White,131,1,64,46,0,0.479123888
1132,FS,Silver,79,0,57,39,3,0.394250513
1133,WC,Black,195,0,31,13,3,0
1134,GP,Black,161,1,19,0,2,0.438056126
1135,KZN,Yellow,177,1,83,65,1,0.117727584
1136,FS,White,128,1,53,34,1,0.03559206
1137,WC,Black,111,0,27,9,1,0.191649555
1138,EC,Yellow,176,1,20,2,5,0.443531828
1139,WC,Green,51,0,65,46,1,0.112251882
1140,EC,Green,173,1,55,37,0,0.202600958
1141,KZN,Red,43,0,35,16,1,0.27652293
1142,WC,Black,91,1,57,38,1,0.013689254
1144,FS,Silver,258,0,38,20,3,0.438056126
1145,WC,White,181,0,22,3,1,0.106776181
1146,GP,Black,84,1,49,31,2,0.112251882
1147,GP,White,108,1,51,31,1,0.117727584
1148,FS,White,100,1,21,1,2,0.407939767
1149,WC,Black,42,1,64,45,1,0
1150,GP,White,73,0,35,16,1,0.314852841
1151,GP,White,129,1,30,11,3,0.260095825
1152,NW,Red,160,1,65,46,0,0.03559206
1153,NW,Green,193,0,20,1,0,0.254620123
1154,GP,White,73,0,20,2,1,0.199863107
1155,FS,White,61,1,68,49,0,0.227241615
1156,WC,White,90,1,86,67,1,0.032854209
1157,NC,Black,82,1,33,14,0,0.216290212
1158,NW,Red,238,0,66,48,4,0.350444901
1159,FS,White,114,1,61,43,0,0.229979466
1160,GP,Blue,51,1,53,34,4,0.024640657
1161,KZN,Green,85,0,20,2,0,0.468172485
1162,WC,Black,54,1,18,0,1,0.101300479
1163,WC,Red,137,0,28,10,2,0.273785079
1164,GP,White,175,0,74,56,1,0.158795346
1165,EC,White,152,1,23,3,0,0.128678987
1166,KZN,Black,82,1,24,5,1,0.468172485
1167,WC,Red,98,0,25,7,0,0.443531828
1168,GP,White,97,1,19,1,2,0.084873374
1169,GP,Red,89,1,28,10,1,0.134154689
1170,EC,Red,163,0,77,59,0,0.449007529
1171,GP,Black,161,1,86,68,0,0.344969199
1172,GP,Red,106,1,40,22,2,0.229979466
1173,KZN,Red,89,0,42,24,0,0.336755647
1174,EC,Yellow,213,1,65,47,1,0.106776181
1175,FS,Red,161,0,42,24,4,0.459958932
1176,GP,Black,210,1,32,14,1,0.120465435
1177,NC,Yellow,52,0,36,17,2,0.470910335
1178,GP,Green,172,0,74,55,0,0.153319644
1179,GP,Red,65,1,27,8,1,0.48733744
1180,GP,Blue,53,0,19,1,1,0.251882272
1181,MP,White,100,1,45,26,1,0.440793977
1182,WC,Red,150,0,68,47,1,0.271047228
1183,KZN,Red,96,1,24,5,1,0.298425736
1184,NW,White,163,1,22,4,2,0.205338809
1185,KZN,White,176,1,29,11,1,0.492813142
1186,EC,White,257,0,36,17,0,0.010951403
1187,GP,Black,60,1,26,8,2,0.060232717
1188,GP,White,75,1,66,48,1,0.361396304
